Income,CreditScore,LoanAmount,Approved
23509,641,6826,0
134835,811,25049,1
57047,596,18044,0
33880,733,3181,0
122447,609,32586,0
58841,718,16242,1
36820,612,19201,0
118506,536,25051,0
95534,569,29593,0
36276,576,3777,0
51009,591,19427,0
28853,603,15571,0
83974,664,29467,0
113345,689,17428,0
40663,504,6334,0
26976,604,5439,0
115466,718,53659,1
84613,693,18717,0
35526,645,15394,0
80859,618,21885,0
87272,590,43553,0
51063,575,6344,1
80482,551,42941,0
77802,759,48030,0
46968,676,18559,0
54562,563,16458,0
64985,616,26824,0
96064,625,22861,0
88233,692,39865,0
113452,573,54484,0
167635,642,87116,1
63977,627,36735,0
68734,550,30249,0
66978,445,25705,0
102314,735,40672,0
164723,742,54980,1
25897,639,5038,0
98051,691,42968,0
45559,680,26754,0
86433,635,49234,0
60199,655,26125,0
78510,737,35882,0
112726,722,26397,0
57858,568,7017,0
84790,747,33584,1
163271,664,29159,1
79161,619,9156,0
85970,635,42232,1
71360,683,25279,0
142652,570,20162,0
35144,691,17619,0
45304,736,7956,0
137636,588,39655,0
133114,721,66654,0
58783,619,33637,0
67472,564,8691,0
50624,606,28030,0
46172,785,7510,1
41819,530,11168,0
46719,760,21698,0
44543,574,16623,0
61669,534,22404,0
67651,605,16723,0
93895,595,8247,0
116372,785,21923,1
28176,755,9957,0
205217,553,104025,0
114327,617,29126,0
140590,529,42574,0
47941,568,12625,0
39623,637,22925,0
65155,604,19108,0
22553,722,5726,1
70586,625,36623,0
57682,640,19810,0
53743,565,27817,0
113328,650,51950,0
68712,594,26043,0
203463,597,24376,0
81184,642,24155,0
58211,699,21423,0
42668,621,9805,0
99541,663,55799,0
60327,713,20777,0
74234,645,39571,0
57364,656,19222,1
65855,712,11217,0
45818,711,11238,0
37952,674,10168,0
28083,612,5102,0
36168,644,6006,1
61969,489,12322,0
78861,635,36830,0
66232,585,32532,0
65000,660,16890,0
89875,763,22226,1
84956,702,18531,0
21915,723,4249,0
144755,603,82496,0
74374,649,11337,1
56039,670,16510,0
74313,663,19119,0
66405,630,14913,0
59228,706,6719,1
42658,679,7768,0
55868,631,7439,1
86828,590,22443,0
67346,758,29643,1
29397,734,4521,0
163199,740,31259,1
68656,615,12617,0
68480,426,31354,0
112975,616,13279,1
127173,489,11140,0
77379,743,39708,0
88483,677,38750,0
89004,664,19986,1
46471,575,19408,0
98142,626,23102,1
93072,562,15180,1
102154,677,21937,0
66762,546,16350,0
58216,624,25786,0
73834,559,8011,0
89541,696,52954,0
82826,640,38024,0
162071,587,77642,0
42424,579,20037,0
45987,639,24702,0
48072,579,23972,0
63265,641,10569,1
52779,638,6332,1
70109,686,19787,1
188691,555,73138,1
52583,716,5061,0
85619,732,39730,1
62791,608,15495,1
72720,665,36810,0
47141,671,26046,1
60850,614,24787,0
104577,754,15821,1
112386,557,42075,0
140690,690,55902,0
28871,733,7205,0
57041,745,33512,0
77556,595,6521,0
29554,618,13033,0
63850,717,25039,0
53859,697,15497,0
53656,648,15784,0
33941,618,9886,0
68728,604,33423,0
72421,548,31508,0
188222,596,100228,1
30128,743,7452,1
99012,547,46778,0
83706,841,25461,1
74443,682,38538,0
36708,676,13895,0
46695,664,21691,0
80900,592,37479,0
53484,686,28956,1
96034,791,44604,0
83065,660,45893,0
86040,761,31982,0
45024,818,19702,1
24855,516,11383,0
43453,598,21179,0
126104,662,15881,0
45044,684,5457,0
86576,549,8313,0
82183,616,8765,1
55711,610,25285,0
38474,679,17989,0
85946,587,31559,0
53701,612,16761,0
108787,752,39933,0
36746,814,10352,1
105345,750,31387,1
71273,568,11029,0
64367,745,24592,0
82468,768,11760,1
49788,690,24211,0
63221,675,33864,0
47349,631,24293,0
41351,641,21049,0
47825,591,24333,0
84423,648,38741,0
95453,691,11988,1
62945,713,20941,0
115769,754,67403,0
84187,712,21956,1
87579,646,14359,0
76219,671,7841,0
20000,599,6294,1
78932,711,33232,1
37168,615,19112,0
77574,763,41765,1
104128,651,27289,0
61167,605,9932,0
45110,642,21578,0
74247,657,43475,0
132480,633,41581,1
119772,689,42687,1
51754,708,30761,0
56748,708,9953,1
65796,616,20354,0
50654,547,16626,0
45252,608,17021,0
36023,670,15782,0
41830,782,26507,0
27152,583,10339,0
64277,681,20274,0
39106,635,11546,0
61424,678,9277,0
112037,730,58613,0
57380,618,12337,0
95935,801,21701,0
60788,691,30983,0
72998,710,43045,0
33352,714,13057,1
66559,531,8414,0
65582,681,26856,0
144105,509,24899,1
57066,635,25031,0
38392,640,17559,0
58992,615,31109,0
67398,693,33114,0
119940,623,47463,0
69597,823,24350,1
42591,676,14488,0
99794,630,32876,1
56491,764,10643,1
36639,576,13721,1
62942,608,28218,0
30577,637,4934,0
44461,625,19830,0
45985,697,26773,0
68767,647,23634,0
48807,562,19994,0
49208,539,11166,0
128810,586,65794,0
183171,577,52969,0
49873,578,5644,1
31118,597,15149,0
113154,618,11202,1
33776,632,13936,0
83116,673,20763,1
50769,695,19233,0
76756,496,9604,0
132762,669,71947,0
86860,627,21180,1
103599,728,16084,1
52343,645,19645,0
140490,815,35351,1
31631,638,17232,0
73295,762,35211,1
90106,726,34501,1
74987,623,37904,0
40755,572,15446,1
41439,619,6981,1
106320,576,54998,0
27433,790,3674,1
103397,767,24537,1
38701,755,19137,0
119981,756,39670,1
68364,541,15866,0
48759,476,10283,0
92733,584,16896,1
87986,547,11443,0
75364,730,19185,1
37913,552,19522,0
116521,659,26463,1
20710,602,8304,0
81672,633,10365,0
37810,821,14239,1
53506,578,15309,0
54019,552,17951,0
55342,535,10134,1
39882,499,4321,0
37277,634,5055,0
97008,577,17590,0
55102,550,6911,0
87371,581,20090,0
48413,694,26801,0
31767,670,8172,1
53349,587,19787,0
73689,517,14295,0
114818,792,43652,1
36694,641,11461,0
63943,720,29561,0
140104,656,20060,0
75017,594,33320,0
42515,651,7808,0
160909,716,95138,0
36961,602,19158,0
55750,582,21110,0
21851,641,10548,0
133979,617,21222,0
86409,573,19701,0
39651,629,9398,0
48379,636,10969,0
112914,668,25367,0
36963,676,4748,1
62948,690,19259,0
42710,551,9572,0
75796,607,31786,0
34584,738,8646,1
74653,580,37740,0
39429,629,9491,0
88509,580,24828,1
189470,684,57608,0
73838,654,11101,0
69827,740,34324,0
62923,783,28070,1
41942,698,14173,0
108961,698,17762,0
64697,667,27871,0
52005,659,17270,0
71204,649,9582,1
57582,626,8357,0
116324,659,58484,0
134146,553,22630,0
75263,694,35505,0
63337,556,19997,0
49233,485,6215,0
61233,557,5286,0
185581,676,75066,1
59437,614,15484,0
65247,850,32252,1
43255,587,20089,0
86940,751,26210,0
77796,542,27395,0
101736,669,15543,1
111434,594,11686,0
60253,599,33924,0
82241,687,45031,0
60851,623,23611,0
108972,742,28470,0
69795,507,13613,0
52861,722,27203,0
77115,767,34879,1
54122,622,9540,0
157782,642,52760,0
72068,588,25511,0
36260,733,10480,1
54478,662,13863,1
34041,751,4333,0
96607,730,29052,1
77160,613,24397,0
54884,585,8234,0
183137,760,39917,1
126873,850,80152,0
71435,697,26715,0
54028,737,23505,0
23660,670,13781,1
108897,723,52019,0
84686,563,24177,0
40800,721,7800,1
41679,642,15870,0
109767,663,49637,0
46423,649,9695,0
76062,672,16333,0
64046,671,17235,0
30620,772,7663,0
66865,603,28446,0
98883,641,15241,0
29032,700,5742,0
86404,765,38165,0
35876,634,3654,1
38745,702,15706,0
102464,681,11292,1
42359,711,15751,0
86804,671,22649,0
59471,634,6752,1
47678,529,18925,0
122072,563,40224,0
45336,607,24388,0
42612,611,16491,0
114361,714,58679,0
33193,625,5754,0
59587,703,35205,0
91308,815,22575,1
55757,714,10213,0
29841,713,3430,1
126086,733,14152,1
50597,586,12849,0
73244,517,8425,0
65730,617,32261,0
157070,714,25752,1
90822,559,27763,0
72710,709,8151,0
100774,520,31810,0
55760,641,27989,1
86195,680,10948,0
42358,650,15903,0
51290,703,5912,1
67232,575,14232,0
52619,656,14169,0
80720,778,18008,0
102964,597,54547,0
75324,721,23313,0
86729,524,23378,0
44556,620,10086,0
37203,748,15934,0
43133,640,23787,0
54794,690,29331,0
105400,647,30371,0
78269,778,32340,0
86498,554,25462,0
51397,629,7800,1
137796,733,39370,0
55065,550,29119,0
51262,645,18923,0
96505,591,22950,1
40850,679,15615,0
42185,694,13294,0
45832,691,23883,0
140590,653,71202,1
79794,642,27672,0
54413,611,16471,0
41110,511,4741,0
84372,590,32854,0
134810,647,32908,0
30384,668,15663,0
41471,587,22409,0
52502,698,12327,1
68766,538,11274,0
48388,558,15095,0
45673,596,8963,0
61414,595,19505,1
85674,694,50509,0
74903,586,10309,0
130718,664,43457,0
64083,656,21974,0
86362,712,22022,1
60332,701,28155,0
92758,619,26627,0
46997,521,17145,0
70602,521,29337,0
73165,579,13026,1
79111,642,15861,0
104440,676,59363,1
39045,769,13807,1
53268,658,11945,1
122794,594,18040,0
53536,757,26770,0
71510,704,33715,0
35725,625,12112,1
52228,711,11855,0
63006,813,25474,1
127560,758,28388,1
64755,584,8737,0
119474,718,25213,1
74506,582,41314,0
64322,769,10817,1
60374,600,27694,0
52173,628,8329,0
70764,765,35263,0
68417,654,28430,0
90600,799,12511,1
83161,467,34652,0
81789,465,7683,0
62490,727,23632,0
49227,604,20446,0
74873,813,33966,1
66483,560,21881,0
41480,572,21886,0
89034,511,7415,0
110993,628,19766,0
67893,728,11699,1
68951,682,28305,0
24619,717,6143,0
58803,577,20173,0
83237,647,40514,0
88324,685,42828,0
26628,727,9036,1
46882,569,23510,0
66057,616,21883,1
70032,593,18959,0
47961,497,22259,0
180068,620,65157,0
132079,575,32985,1
53527,621,22286,0
39348,828,12122,1
59149,648,5237,1
39564,646,15462,1
46576,819,5532,1
39080,787,22016,0
64082,625,33267,0
23559,677,7118,0
35260,621,3265,0
96321,609,35871,0
80363,492,21055,0
74772,690,34702,1
61196,571,10848,0
23979,653,5377,0
48957,645,21325,0
62933,752,11975,1
86423,715,24651,1
81797,706,45665,0
81623,558,8698,0
48677,629,8688,0
45643,699,20550,0
63806,587,19196,0
98990,737,37168,1
82549,700,16184,0
66120,526,29788,0
86395,631,12296,0
49056,654,18768,0
51697,764,22253,0
33710,675,8709,0
49101,656,24333,0
72109,664,20878,0
47925,591,10968,0
121760,746,38360,0
116656,738,67615,0
81275,666,20822,0
109952,663,35134,1
99236,516,11541,0
50535,654,25945,0
63288,764,21837,0
140525,615,18457,1
82166,528,36256,0
162390,583,19016,0
101817,684,20524,0
90210,575,33932,0
160360,768,26670,1
43796,592,12706,0
39865,742,4346,0
60471,591,18687,1
76267,520,36647,0
37391,584,11319,0
117663,617,54764,0
39062,543,11444,0
63034,568,21323,0
67633,630,17094,0
70890,612,34344,0
62669,642,20750,0
169416,687,36884,1
27224,605,7042,1
44812,638,17183,0
52590,750,22558,0
78839,718,41178,0
94767,621,25498,1
104747,658,61047,1
61143,705,26202,0
102861,632,14707,1
49878,503,9502,0
54065,637,25180,0
153554,631,59311,0
78535,760,24354,1
60243,639,34584,0
56248,751,13768,0
119933,606,32934,0
36735,600,9284,0
57990,678,25063,0
69874,762,14193,0
56362,605,5525,0
43710,753,14071,0
70806,666,10880,0
69469,818,12684,1
87937,545,24462,0
52220,718,7556,0
48012,534,14991,0
102689,743,59772,1
45826,608,7716,0
50139,722,30167,0
85688,717,52516,0
54287,730,21202,0
39367,643,16293,0
42951,495,20546,0
53561,690,17455,0
65012,619,24911,0
29875,669,12903,0
36796,651,7987,0
82943,735,39369,0
41802,663,19942,0
91539,603,13203,1
22767,586,10201,0
42060,561,19399,0
27263,790,3637,0
64443,646,19931,0
92870,713,37141,0
44368,663,12013,0
79153,721,25372,1
120478,688,34437,0
45084,700,10055,0
53725,683,9006,0
51689,710,27950,0
37954,722,3680,0
54500,793,11760,1
179987,609,55738,0
66587,593,12091,0
59586,637,21568,0
69607,675,15182,0
98866,654,31292,1
78448,765,11051,1
124739,700,48949,0
61241,670,29732,0
73923,673,13888,0
42322,671,15977,0
76464,776,31969,0
39157,650,13512,0
20269,650,7475,0
127212,710,32508,0
63255,723,15800,0
57587,682,20970,1
161086,670,40287,1
41948,736,17332,0
47385,664,24633,0
178839,519,36557,0
55921,636,14090,0
91688,690,28182,0
49666,487,11849,0
29383,762,7347,1
33669,606,6111,0
66037,735,9689,1
50172,635,28614,0
96408,567,49869,0
42218,625,16982,0
20000,675,2878,1
86480,662,14139,1
53532,573,6651,0
82359,644,19101,1
81432,742,41397,0
24398,717,13491,0
62118,604,15330,0
80314,650,11719,0
55620,634,6062,0
124967,730,13351,1
194730,658,65325,0
96063,464,40969,0
149820,569,43228,0
47446,642,5791,0
50026,542,20367,0
61624,642,30874,1
44885,646,9687,0
79399,543,35246,0
25453,679,13543,0
84763,657,33135,0
103904,666,59488,0
54013,666,16343,0
99951,712,27459,1
112608,687,35635,0
87647,587,26247,0
45040,663,7902,0
79180,620,36341,0
63632,650,11588,0
93310,585,19246,1
62860,675,33054,0
46542,578,10578,0
26425,585,14366,0
76899,704,12442,1
68824,715,33605,1
79214,746,24698,1
87105,676,14831,0
43589,625,23365,0
34366,573,3380,0
51314,787,19454,1
36734,797,14235,1
80958,635,19485,0
78623,560,24316,0
91146,572,17072,1
101015,679,29739,0
43839,667,7922,0
85209,512,36687,0
54418,578,19688,0
59214,665,9433,1
85277,695,21751,0
63776,555,22678,0
36345,550,12344,0
31137,710,17277,0
103201,619,36729,0
79172,623,21039,0
44085,647,6242,0
20000,622,11448,0
115167,725,34434,0
91077,771,25796,1
71607,663,19387,1
135670,626,22646,0
116326,674,54804,1
95365,827,24796,0
63168,603,34315,1
42193,586,16031,0
36499,807,6317,0
187294,703,93165,0
58561,633,29360,0
106549,680,49748,0
40106,626,16792,0
55254,591,22330,0
62583,589,34949,0
54935,723,30669,1
61076,644,32109,0
166584,656,98433,0
73284,685,39208,0
55000,690,25386,0
44030,604,12737,0
43866,557,5729,0
93767,590,45941,0
79063,575,28969,0
148472,718,22404,1
46802,715,13821,0
37263,605,18696,0
87205,691,42688,0
153633,553,74436,0
94545,706,30350,1
26801,641,5102,0
68594,593,32936,0
98263,690,39896,0
90961,666,41303,0
48772,619,8603,0
34937,570,17886,0
109722,760,16600,1
78757,577,32892,0
29611,632,15466,0
34172,576,17979,0
99285,635,36729,1
29668,620,9766,0
35633,598,6724,1
110933,568,39285,0
123375,699,51047,0
89341,540,46616,0
67242,767,41738,0
65717,597,24849,0
104320,775,40920,0
61035,748,21730,0
72193,684,8457,1
90686,639,40386,0
89859,625,39029,0
59997,619,21975,0
71546,590,16861,1
87206,626,49737,0
70784,679,32772,0
89959,670,37615,0
145895,693,84429,0
51386,694,7073,1
64980,703,19317,1
39481,635,15317,0
37768,648,6442,0
66485,637,35769,0
34469,662,6161,1
25543,737,10079,0
48515,597,23436,1
30096,822,16344,0
50756,604,8728,0
120234,444,58012,0
135150,494,34569,0
33438,612,6751,0
43402,711,11984,0
68028,611,24971,0
54288,733,10659,1
61821,724,19697,1
73371,623,17330,0
161816,621,16986,0
45306,563,23191,0
98657,627,23214,1
95702,645,16766,1
42967,679,4094,0
31304,753,18330,1
22175,756,13752,0
35311,461,3398,0
35989,708,13903,0
73472,597,37633,0
36878,583,8004,0
104809,689,41649,0
49846,545,9266,0
64299,685,16466,0
36064,719,13371,0
69068,618,9894,0
70709,822,25112,1
23304,827,12680,1
76159,713,8415,0
83792,729,16834,1
182640,550,94595,0
33954,804,10491,1
54748,670,23133,0
42867,695,16133,1
82774,548,13336,0
57833,628,7885,1
52703,700,7930,1
81561,532,9337,0
75957,589,33894,0
74228,595,41930,0
67923,716,12262,0
58578,734,30251,1
58409,598,16338,0
58547,636,26453,0
56774,615,25045,0
49616,717,9489,0
89757,727,44207,0
74868,595,11376,1
76889,714,31941,1
39940,538,6146,0
66080,542,17343,0
32639,690,12358,0
45931,675,15012,0
90197,723,49634,0
82822,799,10133,0
49623,658,9633,0
20257,528,6114,0
54257,580,19195,0
41060,548,6389,0
20000,629,8566,0
39764,651,11056,0
144334,610,78230,0
102009,806,13435,1
50395,638,8065,0
128100,714,59102,0
28906,634,13996,1
109164,721,20777,1
78413,778,28066,0
41266,621,12333,1
145147,727,48080,1
68028,754,32950,1
24765,636,6813,1
100701,581,49854,0
58293,766,34966,0
70351,633,38237,0
78470,815,29493,1
57908,691,30920,1
137193,526,20920,0
110611,742,16235,1
79144,556,34523,0
40311,566,7097,0
71838,634,16441,0
47583,708,28363,0
77003,724,14479,1
83980,578,18467,0
167536,597,57331,0
105354,651,12384,1
104310,623,51124,1
133415,774,18663,1
107527,659,46398,0
41265,694,19478,0
64935,581,15187,0
36421,717,12127,0
128267,669,69931,0
60993,692,36560,0
60078,700,29991,0
34947,664,9976,1
57169,681,16510,0
141759,662,64347,0
50083,736,12196,1
60883,634,24344,0
61067,691,9450,1
159809,697,94467,1
60601,596,11229,0
71866,626,10620,0
38878,693,8186,0
63929,739,9019,0
72115,661,24196,0
46818,673,10681,1
38139,519,8822,0
63983,641,37076,0
76232,715,32574,0
70812,637,12936,0
29136,528,8083,0
106379,724,60469,1
80876,690,31895,0
42843,631,13317,0
69317,766,18134,0
72144,604,17578,0
39381,590,14090,0
78854,676,12990,0
101346,661,47566,0
52545,650,18951,0
77917,563,12116,0
100930,774,23544,1
83683,759,10003,0
48993,737,17425,0
118351,774,12137,1
63830,619,6645,0
37928,560,3211,0
71813,686,14163,0
44439,623,15016,0
36135,616,7686,1
81720,708,29067,0
162195,685,61806,0
143063,614,74603,0
58024,582,29607,0
65812,581,12304,0
50309,628,15724,0
62579,532,28322,0
39740,528,16952,0
39806,492,8506,1
46183,482,24182,0
29008,697,16877,0
48974,637,25889,0
68477,568,28313,0
57245,728,19203,1
80343,668,17911,0
140681,673,52731,0
75760,649,36730,0
84504,711,43747,0
23996,688,11090,0
44285,568,11520,0
82805,705,36337,0
81733,681,17769,1
59854,642,25546,0
46599,645,17426,0
41313,504,19994,0
69762,599,24581,0
116748,624,55517,0
28519,527,9242,0
46533,776,14579,0
27919,514,13788,0
65254,691,10601,1
102792,534,34369,0
21997,728,2803,1
118710,602,50474,0
58260,709,18203,0
62251,734,6647,1
102191,673,37040,1
95369,531,29518,1
32445,811,19284,0
67438,631,36728,0
83749,533,45354,0
33633,682,10036,1
59634,609,18581,0
20567,637,7778,0
60587,631,14002,1
51021,684,26442,0
64310,678,31181,0
44030,681,13901,0
143029,605,42696,0
69260,626,22164,0
70170,623,8194,1
111452,513,55592,0
45844,748,18114,0
56922,771,10942,1
69019,704,11406,1
26564,641,13996,0
86574,645,28069,0
39202,587,18533,0
36119,580,18002,0
147225,598,66444,0
56633,627,12186,1
43281,653,18404,0
52465,633,27158,0
30794,690,12974,0
33604,498,7058,0
61609,679,33551,0
77287,663,22126,0
46897,620,25981,0
32848,707,14702,0
148772,598,46491,1
64217,567,21154,0
50016,642,17160,0
70289,711,17500,0
66525,643,27701,0
87352,728,39504,0
68240,679,12026,0
145164,555,25965,0
88819,597,18037,0
43143,580,14753,0
72519,784,45551,1
119117,621,68530,0
43665,658,13226,0
74802,673,21297,1
44209,658,22785,0
68413,626,32440,0
77920,725,7389,1
74233,589,21644,0
80407,640,40742,0
69067,745,14349,0
89064,511,10770,0
64242,526,30475,0
62610,674,8888,1
45727,697,18245,0
50828,753,16662,0
